,Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
7209,Volkswagen,gol_trend,2018,1.6 Trendline 101cv,7500,305000,5.0,hatchback,Bs.as. G.b.a. Sur
7210,Honda,hr_v,2016,1.8 Ex-l 2wd Cvt,32000,686000,5.0,suv,Capital Federal
7211,Volkswagen,bora,2013,2.0 Trendline 115cv Tiptronic,56000,285000,4.0,sedan,Bs.as. G.b.a. Norte
7212,Volkswagen,up!,2017,1.0 Cross Up!,17000,370000,5.0,hatchback,Buenos Aires Interior
7213,Volkswagen,gol_trend,2013,1.6 Pack I Ll 101cv,70000,210000,5.0,hatchback,Bs.as. Costa Atlántica
7214,Volkswagen,amarok,2011,2.0 Cd Tdi 4x2 Highline Cuero Hc2,140000,520000,4.0,pick_up,Bs.as. G.b.a. Oeste
7215,Ford,ecosport,2015,1.6 Se 110cv 4x2,40000,370000,5.0,suv,Santa Fe
7216,Volkswagen,vento,2011,2.5 Luxury 170cv,55500,300000,4.0,sedan,Bs.as. G.b.a. Sur
7217,Volkswagen,vento,2015,2.5 Advance Plus 170cv Tiptronic,61800,465000,4.0,sedan,Bs.as. G.b.a. Norte
7218,Volkswagen,gol_trend,2013,1.6 Pack Ii 101cv,85000,189900,5.0,hatchback,Bs.as. G.b.a. Oeste
7219,Ford,ka,2012,1.0 Fly 63cv,88000,150000,3.0,hatchback,Bs.as. G.b.a. Oeste
7220,Volkswagen,voyage,2015,1.6 Trenline 101cv,55000,215000,4.0,sedan,Neuquén
7221,Ford,ka,2011,1.6 Pulse 95cv,73000,135000,3.0,hatchback,Bs.as. G.b.a. Norte
7222,Ford,ka,2012,1.6 Fly Viral 95cv,90000,165000,3.0,hatchback,Mendoza
7223,Ford,focus_iii,2016,1.6 Sedan S,14700,495000,4.0,sedan,Bs.as. G.b.a. Norte
7224,Volkswagen,fox,2014,1.6 Confortline Pack,47000,240000,5.0,hatchback,Bs.as. G.b.a. Oeste
7225,Volkswagen,suran,2015,1.6 Comfortline 101cv,58000,249900,5.0,minivan,Bs.as. G.b.a. Sur
7226,Ford,ecosport,2016,2.0 Se 143cv 4x2,20000,442000,5.0,suv,Capital Federal
7227,Volkswagen,gol,2012,1.4 Power 83cv,65000,155000,3.0,hatchback,Capital Federal
7228,Mercedes Benz,clase_a,2013,1.6 A 200 Style B.efficiency 156cv,30000,500000,5.0,hatchback,Bs.as. G.b.a. Norte
7229,Ford,ecosport,2013,1.6 S 110cv 4x2,107083,299000,5.0,suv,Buenos Aires Interior
7230,Volkswagen,suran,2012,1.6 Comfortline 101cv 11a,121000,205000,5.0,minivan,Bs.as. G.b.a. Norte
7231,Ford,focus_ii,2011,1.6 Exe Sedan Style Sigma,100000,219900,4.0,sedan,Bs.as. G.b.a. Sur
7232,Ford,ecosport,2013,1.6 Freestyle 110cv 4x2,54000,350000,5.0,suv,Bs.as. G.b.a. Norte
7233,Volkswagen,saveiro,2014,1.6 Ce Pack Elect.+ Llantas Acero,87000,255000,2.0,pick_up,Buenos Aires Interior
7234,Ford,ka,2013,1.6 Pulse 95cv,60000,180000,3.0,hatchback,Bs.as. G.b.a. Oeste
7235,Ford,fiesta_kinetic_design,2014,1.6 S 120cv,58000,240000,5.0,hatchback,Bs.as. G.b.a. Sur
7236,Volkswagen,polo,2016,1.6 Comfortline,40786,380000,4.0,hatchback,Buenos Aires Interior
7237,Volkswagen,fox,2011,1.6 Confortline Pack,96000,175000,5.0,hatchback,Bs.as. G.b.a. Sur
7238,Ford,focus_ii,2012,2.0 Trend,97000,230000,5.0,hatchback,Bs.as. G.b.a. Oeste
7239,Ford,focus_iii,2016,2.0 Se Plus Mt,40000,500000,5.0,hatchback,Bs.as. G.b.a. Norte
7240,Volkswagen,vento,2013,2.0 Advance I 110cv,119000,457000,4.0,sedan,Capital Federal
7241,Ford,ecosport,2017,1.6 S 110cv 4x2,23000,499000,5.0,suv,Salta
7242,Ford,ka,2012,1.0 Fly 63cv,90000,148000,3.0,hatchback,Bs.as. G.b.a. Norte
7243,Ford,ecosport,2016,1.6 Freestyle 110cv 4x2,14000,435000,5.0,suv,Bs.as. G.b.a. Oeste
7244,Mercedes Benz,clase_c,2013,1.8 C200 City Edition B.eff At,22000,27500,4.0,sedan,Capital Federal
7245,Ford,fiesta_kinetic_design,2014,1.6 S 120cv,49000,300000,5.0,hatchback,Bs.as. G.b.a. Norte
7246,Ford,ecosport,2014,1.5 Se Tdci 90cv 4x2,85420,359000,5.0,suv,Bs.as. G.b.a. Norte
7247,Volkswagen,suran,2011,1.6 Highline 101cv 11c,108000,220000,5.0,minivan,Bs.as. G.b.a. Sur
7248,Ford,ecosport,2015,1.6 Titanium 110cv 4x2,56000,370000,5.0,suv,Bs.as. G.b.a. Sur
7249,Ford,focus_ii,2011,1.6 Trend Sigma,69000,210000,5.0,hatchback,Capital Federal
7250,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x4 Highline C34,98050,680000,4.0,pick_up,Bs.as. G.b.a. Norte
7251,Honda,hr_v,2016,1.8 Ex 2wd Cvt,22000,730000,5.0,suv,Capital Federal
7252,Ford,mondeo,2012,2.0 Titanium Gi Ecoboost 240cv At,60000,419700,4.0,sedan,Bs.as. G.b.a. Sur
7253,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x2 Highline 1h2,195000,390000,4.0,pick_up,Chaco
7254,Volkswagen,amarok,2012,2.0 Cd Tdi 180cv 4x4 Highline C34,100000,590000,4.0,pick_up,Mendoza
7255,Ford,focus_ii,2013,1.8 Exe Sedan Tdci Trend Plus,94417,260000,4.0,sedan,Bs.as. G.b.a. Norte
7256,Ford,focus_ii,2012,2.0 Trend Plus,98000,230000,5.0,hatchback,Bs.as. G.b.a. Oeste
7257,Volkswagen,gol,2013,1.4 Power 83cv 3 p,58000,138000,3.0,hatchback,Capital Federal
7258,Honda,fit,2011,1.4 Lx Mt,100000,250000,5.0,hatchback,Santa Fe
7259,Volkswagen,gol,2013,1.4 Power 83cv 3 p,41500,170000,3.0,hatchback,Bs.as. G.b.a. Oeste
7260,Volkswagen,polo,2016,1.6 Comfortline Tiptronic,43000,363000,4.0,hatchback,Bs.as. G.b.a. Norte
7261,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x4 Startline St5,200000,390000,4.0,pick_up,Bs.as. G.b.a. Oeste
7262,Honda,fit,2013,1.5 Ex-l At 120cv,120000,345000,5.0,hatchback,Mendoza
7263,Volkswagen,up!,2018,1.0 Move Up! 75cv,6500,398000,3.0,hatchback,Capital Federal
7264,Ford,ka,2013,1.0 Fly Viral 63cv,47600,160000,3.0,hatchback,Bs.as. G.b.a. Oeste
7265,Honda,hr_v,2016,1.8 Ex-l 2wd Cvt,41000,735000,5.0,suv,Capital Federal
7266,Volkswagen,bora,2011,2.0 Trendline 115cv,120000,215000,4.0,sedan,Capital Federal
7267,Volkswagen,amarok,2013,2.0 Cd Tdi 4x4 Highline Pack At C34,180000,600000,4.0,pick_up,Bs.as. G.b.a. Norte
7268,Volkswagen,gol_trend,2013,1.6 Pack I Plus 101cv,59000,229900,5.0,hatchback,Capital Federal
7269,Volkswagen,vento,2013,2.5 Luxury 170cv,106000,350000,4.0,sedan,Bs.as. G.b.a. Norte
7270,Volkswagen,suran,2015,1.6 Highline Msi 110cv,42000,290000,5.0,minivan,Capital Federal
7271,Volkswagen,gol_trend,2012,1.6 Pack Iii 101cv,65000,230000,5.0,hatchback,Bs.as. G.b.a. Oeste
7272,Ford,ecosport,2013,1.6 Freestyle 110cv 4x2,96000,320000,5.0,suv,Córdoba
7273,Volkswagen,suran,2017,1.6 Trendline,14900,344900,5.0,minivan,Bs.as. G.b.a. Sur
7274,Ford,fiesta_kinetic_design,2018,1.6 Se 120cv,10000,459900,5.0,hatchback,Bs.as. G.b.a. Norte
7275,Ford,focus_ii,2013,1.6 Trend Sigma,64000,280000,5.0,hatchback,Bs.as. G.b.a. Oeste
7276,Ford,ecosport,2013,1.6 Freestyle 110cv 4x2,51000,300000,5.0,suv,Buenos Aires Interior
7277,Ford,focus_ii,2011,2.0 Exe Sedan Trend,115000,280000,4.0,sedan,Buenos Aires Interior
7278,Volkswagen,gol,2012,1.4 Power 83cv,80000,165000,3.0,hatchback,Bs.as. G.b.a. Oeste
7279,Volkswagen,suran,2011,1.6 Imotion Highline 11c,50000,214700,5.0,minivan,Capital Federal
7280,Volkswagen,golf,2017,1.4 Comfortline Tsi,15500,650000,5.0,hatchback,Bs.as. G.b.a. Sur
7281,Volkswagen,saveiro,2016,1.6 Gp Cd 101cv Pack High,32000,325000,2.0,pick_up,Bs.as. G.b.a. Sur
7282,Ford,ecosport,2011,1.6 My10 Xls 4x2 S/aa,152000,198000,5.0,suv,Bs.as. G.b.a. Oeste
7283,Volkswagen,gol_trend,2014,1.6 Pack I 101cv,25000,190000,5.0,hatchback,Santa Fe
7284,Ford,focus_iii,2017,2.0 Sedan Titanium Mt,24000,680000,4.0,sedan,Córdoba
7285,Ford,fiesta_kinetic_design,2014,1.6 Se 120cv,90000,265000,5.0,hatchback,Bs.as. G.b.a. Sur
7286,Ford,fiesta_kinetic_design,2014,1.6 Design 120cv Titanium,70000,345000,5.0,hatchback,Bs.as. G.b.a. Norte
7287,Volkswagen,saveiro,2012,1.6 Ce 101cv Pack Electr.,121000,200000,2.0,pick_up,Córdoba
7288,Ford,ecosport,2015,1.6 Freestyle 110cv 4x2,49000,349000,5.0,suv,Capital Federal
7289,Volkswagen,gol_trend,2013,1.6 Pack I 101cv,81000,220000,5.0,hatchback,Bs.as. G.b.a. Norte
7290,Volkswagen,gol,2011,1.4 Power 83cv,104700,125000,3.0,hatchback,Bs.as. G.b.a. Sur
7291,Ford,focus_iii,2016,1.6 S,46000,460000,5.0,hatchback,Bs.as. G.b.a. Sur
7292,Ford,ranger,2014,2.2 Cd 4x2 Xl Safety Tdci 125cv,116000,440000,2.0,pick_up,Bs.as. G.b.a. Norte
7293,Volkswagen,voyage,2013,1.6 Comfortline 101cv,50000,210000,4.0,sedan,Bs.as. G.b.a. Norte
7294,Honda,fit,2011,1.4 Lx Mt,47500,270000,5.0,hatchback,Bs.as. G.b.a. Sur
7295,Ford,ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,70000,230000,5.0,suv,Buenos Aires Interior
7296,Ford,fiesta_kinetic_design,2016,1.6 Se Plus 120cv,18751,390000,5.0,hatchback,Capital Federal
7297,Volkswagen,fox,2011,1.6 Trendline,97500,206000,5.0,hatchback,Capital Federal
7298,Ford,ecosport,2015,1.6 S 110cv 4x2,39000,360000,5.0,suv,Buenos Aires Interior
7299,Mercedes Benz,clase_c,2011,1.8 C250 Coupe Sport B.efficiency At,130000,20000,4.0,sedan,Chaco
7300,Volkswagen,golf,2015,1.4 Comfortline Tsi,48000,545000,5.0,hatchback,Chaco
7301,Volkswagen,bora,2011,2.0 Trendline 115cv,98000,260000,4.0,sedan,Córdoba
7302,Volkswagen,vento_variant,2011,2.5 Confort 170cv,110000,290000,4.0,rural,Capital Federal
7303,Volkswagen,gol,2011,1.4 Power 83cv,60000,158000,3.0,hatchback,Mendoza
7304,Ford,ecosport,2015,1.6 Titanium 110cv 4x2,42000,350000,5.0,suv,Bs.as. G.b.a. Sur
7305,Honda,cr_v,2011,2.4 Ex At 4wd (mexico),110000,480000,5.0,suv,Bs.as. G.b.a. Norte
7306,Volkswagen,golf,2015,1.4 Highline Tsi Dsg,40500,560000,5.0,hatchback,Mendoza
7307,Mercedes Benz,clase_c,2012,1.8 C200 Avantgarde Cgi B.efficiency,71000,510000,4.0,sedan,Capital Federal
7308,Ford,ecosport,2015,1.6 Titanium 110cv 4x2,44000,448500,5.0,suv,Capital Federal
7309,Volkswagen,golf_variant,2016,1.4 Comfortline Tsi Dsg,60000,500000,5.0,rural,Capital Federal
7310,Volkswagen,suran,2011,1.6 Comfortline 101cv 11a,125000,220000,5.0,minivan,Buenos Aires Interior
7311,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,100000,225000,5.0,hatchback,Capital Federal
7312,Volkswagen,gol_trend,2011,1.6 Pack I Plus 101cv,50000,170000,5.0,hatchback,Bs.as. G.b.a. Oeste
7313,Volkswagen,gol,2011,1.4 Power Ps+ac 83cv,101000,145000,5.0,hatchback,Bs.as. G.b.a. Sur
7314,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,108000,175000,5.0,hatchback,Mendoza
7315,Volkswagen,gol,2012,1.4 Power 83cv,117000,138000,3.0,hatchback,Capital Federal
7316,Volkswagen,amarok,2017,2.0 Cd Tdi 140cv Trendline Llantas16,11000,700000,4.0,pick_up,Bs.as. G.b.a. Norte
7317,Volkswagen,amarok,2013,2.0 Cd Tdi 4x4 Highline Pack C34,102748,630000,4.0,pick_up,Capital Federal
7318,Volkswagen,suran_cross,2013,1.6 Highline 101cv,86000,284900,5.0,minivan,Bs.as. G.b.a. Oeste
7319,Volkswagen,fox,2012,1.6 Highline,88900,208000,5.0,hatchback,Bs.as. G.b.a. Sur
7320,Volkswagen,bora,2012,2.0 Trendline 115cv Tiptronic,89000,220000,4.0,sedan,Santa Fe
7321,Ford,focus_iii,2016,2.0 Sedan Titanium Mt,50000,530000,4.0,sedan,Capital Federal
7322,Volkswagen,amarok,2016,2.0 Cd Tdi 140cv 4x4 Startline,6000,622000,4.0,pick_up,Bs.as. G.b.a. Norte
7323,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,72000,260000,5.0,hatchback,Bs.as. G.b.a. Sur
7324,Ford,ecosport,2011,1.6 My10 Xls Plus 4x2,130000,235000,5.0,suv,Bs.as. G.b.a. Oeste
7325,Ford,ecosport,2016,1.6 Se 110cv 4x2,37000,420000,5.0,suv,Bs.as. G.b.a. Sur
7326,Ford,fiesta_kinetic_design,2014,1.6 S Plus 120cv,25000,265000,5.0,hatchback,Capital Federal
7327,Volkswagen,fox,2011,1.6 Comfortline,55000,230000,5.0,hatchback,Bs.as. G.b.a. Sur
7328,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,100000,330000,5.0,hatchback,Bs.as. Costa Atlántica
7329,Volkswagen,suran_cross,2017,1.6 Highline Msi 110cv,22000,470000,5.0,minivan,Capital Federal
7330,Volkswagen,scirocco,2013,1.4 Tsi 160cv Dsg,68000,550000,2.0,coupe,Bs.as. G.b.a. Sur
7331,Volkswagen,amarok,2016,2.0 Cd Tdi 180cv 4x2 Ultimate,29000,690000,4.0,pick_up,Capital Federal
7332,Ford,fiesta_kinetic_design,2014,1.6 Se 120cv,61000,315000,5.0,hatchback,Capital Federal
7333,Ford,ka,2012,1.0 Fly Viral 63cv,60000,180000,3.0,hatchback,Mendoza
7334,Volkswagen,gol_trend,2013,1.6 Pack Ii 101cv,63355,195000,5.0,hatchback,Bs.as. G.b.a. Sur
7335,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x2 Trendline 1t2,155000,485000,4.0,pick_up,Capital Federal
7336,Volkswagen,gol_trend,2013,1.6 Pack I Plus 101cv,71000,185000,5.0,hatchback,Bs.as. G.b.a. Norte
7337,Ford,ecosport,2014,2.0 Titanium 143cv 4x2,44300,394800,5.0,suv,Bs.as. G.b.a. Norte
7338,Mercedes Benz,sprinter,2013,2.1 415 Furgon 3665 Tn Mixto 4+1,79800,780000,2.0,furgon,Bs.as. G.b.a. Oeste
7339,Ford,fiesta,2013,1.6 Max One Ambiente 98cv,95000,178000,4.0,sedan,Bs.as. G.b.a. Sur
7340,Volkswagen,amarok,2014,2.0 Cd Tdi 4x4 Highline Pack C34,108000,790000,4.0,pick_up,Buenos Aires Interior
7341,Volkswagen,bora,2011,1.9 Trendline I 100cv,93000,240000,4.0,sedan,Bs.as. G.b.a. Sur
7342,Volkswagen,golf_variant,2018,1.4 Highline Tsi Dsg,12500,975000,5.0,rural,Capital Federal
7343,Volkswagen,gol,2012,1.4 Power Ps+ac 83cv,85000,130000,5.0,hatchback,Bs.as. G.b.a. Norte
7344,Ford,fiesta_kinetic_design,2015,1.6 Se 120cv,80000,329000,5.0,hatchback,Bs.as. G.b.a. Norte
7345,Volkswagen,amarok,2014,2.0 Cd Tdi 140cv 4x4 Startline,34000,580000,4.0,pick_up,Córdoba
7346,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,89000,185000,5.0,hatchback,Bs.as. G.b.a. Oeste
7347,Volkswagen,gol_trend,2017,1.6 Highline 101cv,20000,300000,5.0,hatchback,Salta
7348,Ford,ecosport,2014,2.0 Titanium Powershift 4x2 Dps6,60000,425000,5.0,suv,Córdoba
7349,Volkswagen,suran,2013,1.6 Highline 101cv,112000,210000,5.0,minivan,Salta
7350,Ford,focus_iii,2015,2.0 Se Plus At6,39000,495000,5.0,hatchback,Mendoza
7351,Honda,hr_v,2016,1.8 Ex 2wd Cvt,25000,715000,5.0,suv,Córdoba
7352,Volkswagen,amarok,2017,2.0 Cd Tdi 140cv Trendline,28000,698000,4.0,pick_up,Córdoba
7353,Ford,ranger,2015,3.2 Cd 4x4 Xlt Tdci 200cv,74000,720000,4.0,pick_up,Buenos Aires Interior
7354,Mercedes Benz,sprinter,2013,2.1 415 Furgon 3665 Te Mixto 4+1,8000,1100000,2.0,furgon,Bs.as. G.b.a. Norte
7355,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x4 Trendline B34,95000,790000,4.0,pick_up,Mendoza
7356,Volkswagen,crossfox,2012,1.6 Comfortline,85000,235000,5.0,hatchback,Bs.as. G.b.a. Sur
7357,Ford,fiesta,2012,1.6 Max One Ambiente Plus 98cv,124000,169000,4.0,sedan,Bs.as. G.b.a. Norte
7358,Ford,focus_ii,2012,2.0 Trend,85000,279000,5.0,hatchback,Capital Federal
7359,Volkswagen,gol,2013,1.4 Power 83cv 3 p,55000,150000,3.0,hatchback,Capital Federal
7360,Volkswagen,suran,2011,1.6 Imotion Highline 11c,119000,222000,5.0,minivan,Mendoza
7361,Ford,fiesta_kinetic_design,2017,1.6 S,20000,310000,5.0,hatchback,Buenos Aires Interior
7362,Volkswagen,gol,2013,1.4 Power 83cv 3 p,56700,153000,3.0,hatchback,Bs.as. G.b.a. Oeste
7363,Ford,focus_ii,2013,2.0 Trend Plus,111000,260000,5.0,hatchback,Neuquén
7364,Volkswagen,tiguan,2012,2.0 Premium Tsi 200cv,119000,470000,5.0,suv,Bs.as. G.b.a. Oeste
7365,Volkswagen,vento,2018,2.5 Luxury 170cv Tiptronic,20000,720000,4.0,sedan,Mendoza
7366,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,125000,150000,5.0,hatchback,Bs.as. G.b.a. Norte
7367,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,61800,325000,5.0,hatchback,Capital Federal
7368,Ford,ranger,2015,3.2 Cd 4x2 Xls Tdci 200cv,59000,640000,4.0,pick_up,Córdoba
7369,Ford,ranger,2011,3.0 Cd Xl Plus 4x2,215000,310000,2.0,pick_up,Córdoba
7370,Ford,ecosport,2012,1.6 My10 Xls 4x2,89800,230000,5.0,suv,Bs.as. G.b.a. Sur
7371,Ford,ecosport,2015,2.0 Freestyle 143 4x4,61100,370000,5.0,suv,Bs.as. G.b.a. Norte
7372,Volkswagen,saveiro,2015,1.6 Gp Ce 101cv Safety + Pack High,50000,349000,2.0,pick_up,Bs.as. G.b.a. Norte
7373,Volkswagen,vento,2011,2.0 Sportline Tsi 200cv,65000,400000,4.0,sedan,Neuquén
7374,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x4 Trendline B34,80000,550000,4.0,pick_up,Bs.as. G.b.a. Norte
7375,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x4 Highline 1h0,122000,525000,4.0,pick_up,Bs.as. G.b.a. Oeste
7376,Ford,ecosport,2014,2.0 Titanium Powershift 4x2 Dps6,39000,379000,5.0,suv,Bs.as. G.b.a. Norte
7377,Volkswagen,vento,2011,2.5 Luxury 170cv Tiptronic,91000,350000,4.0,sedan,Salta
7378,Ford,ecosport,2015,1.6 Freestyle 110cv 4x2,41000,428000,5.0,suv,Bs.as. G.b.a. Norte
7379,Volkswagen,suran,2011,1.6 Trendline 11b,117000,187000,5.0,minivan,Capital Federal
7380,Volkswagen,gol_trend,2013,1.6 Pack I Plus 101cv,86500,200000,5.0,hatchback,Bs.as. Costa Atlántica
7381,Ford,focus_iii,2014,2.0 Sedan Se Plus At6,58000,370000,4.0,sedan,Capital Federal
7382,Volkswagen,vento,2011,2.0 Luxury I 140cv,150000,350000,4.0,sedan,Santa Fe
7383,Volkswagen,suran,2013,1.6 Imotion Highline,70001,245001,5.0,minivan,Capital Federal
7384,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x2 Trendline B33,58000,715000,4.0,pick_up,La Pampa
7385,Ford,focus_ii,2012,2.0 Trend,104000,235000,5.0,hatchback,Bs.as. G.b.a. Oeste
7386,Ford,focus_ii,2011,1.6 Style Sigma,122000,200000,5.0,hatchback,Capital Federal
7387,Ford,ka,2013,1.6 Pulse Top 95cv,47000,199000,3.0,hatchback,Bs.as. G.b.a. Sur
7388,Ford,ecosport,2013,1.6 Se 110cv 4x2,82500,320000,5.0,suv,Bs.as. G.b.a. Oeste
7389,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,97000,550000,4.0,pick_up,Bs.as. G.b.a. Sur
7390,Volkswagen,bora,2014,2.0 Trendline 115cv,95000,270000,4.0,sedan,Bs.as. G.b.a. Sur
7391,Volkswagen,cc,2011,2.0 Tsi Exclusive Dsg 200cv,90000,580000,4.0,sedan,Bs.as. G.b.a. Norte
7392,Ford,focus_iii,2015,1.6 S,84756,310000,5.0,hatchback,Bs.as. G.b.a. Norte
7393,Honda,cr_v,2011,2.4 Ex L At 4wd,85000,400000,5.0,suv,Santa Fe
7394,Ford,ranger,2011,2.3 Cd Xl Plus 4x2,138000,345000,2.0,pick_up,Córdoba
7395,Volkswagen,gol,2011,1.6 I Power 701,89500,148000,3.0,hatchback,Bs.as. Costa Atlántica
7396,Ford,focus_ii,2011,2.0 Ghia Mt,80000,275000,5.0,hatchback,Bs.as. G.b.a. Sur
7397,Volkswagen,fox,2014,1.6 Confortline Pack,70000,260000,5.0,hatchback,Bs.as. G.b.a. Sur
7398,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x2 Trendline 1t2,139000,515000,4.0,pick_up,Bs.as. G.b.a. Sur
7399,Ford,focus_iii,2014,1.6 Sedan S,41687,320000,4.0,sedan,Bs.as. G.b.a. Sur
7400,Volkswagen,gol_trend,2014,1.6 Pack I 101cv 3p,60000,250000,3.0,hatchback,Bs.as. G.b.a. Oeste
7401,Volkswagen,gol_trend,2014,1.6 Pack Ii 101cv 3p,64000,229900,3.0,hatchback,Capital Federal
7402,Volkswagen,up!,2014,1.0 White Up 75cv,50084,235400,5.0,hatchback,Bs.as. G.b.a. Norte
7403,Ford,focus_iii,2014,1.6 S,25000,355000,5.0,hatchback,Buenos Aires Interior
7404,Volkswagen,suran,2011,1.6 Trendline 11b,105000,220000,5.0,minivan,Bs.as. G.b.a. Oeste
7405,Volkswagen,bora,2013,1.9 Trendline I 100cv,112800,270000,4.0,sedan,Córdoba
7406,Ford,ka,2011,1.0 Fly Viral 63cv,115000,135000,3.0,hatchback,Bs.as. G.b.a. Norte
7407,Volkswagen,gol,2012,1.4 Power 83cv,80000,145000,3.0,hatchback,Bs.as. G.b.a. Norte
7408,Mercedes Benz,sprinter,2017,2.1 411 Street 116cv 3250 V2 Tn Aa,14900,760000,2.0,furgon,Bs.as. G.b.a. Sur
7409,Volkswagen,suran,2011,1.6 Imotion Highline 11c,81683,210000,5.0,minivan,Mendoza
7410,Volkswagen,fox,2013,1.6 Comfortline Pack,107000,180000,5.0,hatchback,Salta
7411,Ford,ranger,2011,3.0 Cd Xl Plus 4x2,130000,349999,2.0,pick_up,Bs.as. G.b.a. Sur
7412,Volkswagen,voyage,2011,1.6 Highline 101cv,150000,150000,4.0,sedan,Neuquén
7413,Volkswagen,amarok,2017,2.0 Cs Tdi 140cv 4x2 Startline,30300,625000,2.0,pick_up,Buenos Aires Interior
7414,Volkswagen,passat,2011,2.0 Advance Tsi 211cv,92000,340000,4.0,sedan,Santa Fe
7415,Honda,cr_v,2013,2.4 Lx 2wd 185cv At,61000,720000,5.0,suv,Capital Federal
7416,Volkswagen,suran_cross,2015,1.6 Highline Msi 110cv,58000,412000,5.0,minivan,Bs.as. G.b.a. Norte
7417,Volkswagen,vento,2014,2.0 Sportline Tsi 200cv Dgs,78000,590000,4.0,sedan,Bs.as. G.b.a. Norte
7418,Ford,fiesta_kinetic_design,2013,1.6 Titanium 120cv,58000,296000,5.0,hatchback,Capital Federal
7419,Ford,fiesta_kinetic_design,2015,1.6 Design 120cv Titanium,78000,310000,5.0,hatchback,Bs.as. G.b.a. Sur
7420,Ford,ranger,2014,2.2 Cd 4x2 Xl Safety Tdci 125cv,110000,485000,2.0,pick_up,Capital Federal
7421,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x2 Dark Label,90000,690000,4.0,pick_up,Bs.as. G.b.a. Sur
7422,Volkswagen,suran,2012,1.6 Highline 101cv 11c,75000,275000,5.0,minivan,Córdoba
7423,Volkswagen,gol_trend,2013,1.6 Pack Iii 101cv,66000,270000,5.0,hatchback,Bs.as. Costa Atlántica
7424,Ford,kuga,2011,2.5 Titanium At 4x4 L (ku02),90000,400000,5.0,suv,Mendoza
7425,Honda,fit,2014,1.5 Ex-l At 120cv,47000,397000,5.0,hatchback,Capital Federal
7426,Honda,cr_v,2015,2.4 Lx 2wd 185cv At,55000,831900,5.0,suv,Bs.as. G.b.a. Norte
7427,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x2 Trendline At,58000,700000,4.0,pick_up,Buenos Aires Interior
7428,Volkswagen,suran,2013,1.6 Trendline,59000,270000,5.0,minivan,Córdoba
7429,Ford,fiesta_kinetic_design,2015,1.6 S 120cv,60000,290000,5.0,hatchback,Neuquén
7430,Volkswagen,vento,2011,2.5 Luxury Tiptronic 170cv,42000,350000,4.0,sedan,Buenos Aires Interior
7431,Ford,ecosport,2015,2.0 Freestyle 143 4x4,59000,450000,5.0,suv,Bs.as. G.b.a. Norte
7432,Volkswagen,suran,2015,1.6 Highline Msi 110cv,44000,12000,5.0,minivan,Capital Federal
7433,Volkswagen,gol_trend,2012,1.6 Pack I Plus 101cv,55000,219000,5.0,hatchback,Bs.as. G.b.a. Norte
7434,Honda,hr_v,2017,1.8 Ex-l 2wd Cvt,17000,850000,5.0,suv,Capital Federal
7435,Mercedes Benz,clase_b,2011,1.7 B180 Manual,92000,310000,5.0,minivan,Santa Fe
7436,Volkswagen,vento,2013,2.0 Sportline Tsi 200cv Dgs,70034,450000,4.0,sedan,Córdoba
7437,Volkswagen,polo,2016,1.6 Comfortline,51200,310000,4.0,hatchback,Bs.as. G.b.a. Oeste
7438,Volkswagen,voyage,2013,1.6 Comfortline 101cv Abcp Abs,42000,245000,4.0,sedan,Bs.as. G.b.a. Norte
7439,Volkswagen,vento,2013,2.5 Luxury 170cv,62000,320000,4.0,sedan,Córdoba
7440,Ford,ecosport,2015,2.0 Titanium Powershift 4x2 Dps6,49000,415000,5.0,suv,Buenos Aires Interior
7441,Volkswagen,suran,2012,1.6 Trendline 11b,80000,275000,5.0,minivan,Bs.as. G.b.a. Sur
7442,Volkswagen,gol,2013,1.4 Power 83cv 3 p,60000,167000,3.0,hatchback,Bs.as. G.b.a. Sur
7443,Honda,fit,2011,1.5 Ex-l At 120cv,68200,310000,5.0,hatchback,Buenos Aires Interior
7444,Volkswagen,gol,2011,1.4 Power 83cv,110000,140000,3.0,hatchback,Mendoza
